elevation,soil_type,sepal_length,sepal_width,petal_length,petal_width,sepal_area,petal_area,sepal_aspect_ratio,petal_aspect_ratio,sepal_to_petal_length_ratio,sepal_to_petal_width_ratio,sepal_petal_length_diff,sepal_petal_width_diff,petal_curvature_mm,petal_texture_trichomes_per_mm2,leaf_area_cm2,sepal_area_sqrt,petal_area_sqrt,area_ratios
182.5,clay,4.66,3.5,1.42,0.35,16.31,0.497,1.331428571,4.057142857,3.281690141,10,3.24,3.15,4.81,21.85,50.23,4.038564101,0.704982269,32.81690141
57,sandy,4.85,2.69,1.41,0.4,13.0465,0.564,1.802973978,3.525,3.439716312,6.725,3.44,2.29,5.29,18.8,56.4,3.611993909,0.750999334,23.1320922
111.7,sandy,5.17,3.33,1.5,0.36,17.2161,0.54,1.552552553,4.166666667,3.446666667,9.25,3.67,2.97,5.22,19.83,57.71,4.149228844,0.734846923,31.88166667
164.9,clay,4.58,4.5,1.36,0.29,20.61,0.3944,1.017777778,4.689655172,3.367647059,15.51724138,3.22,4.21,4.71,17.29,45.72,4.539823785,0.628012739,52.25659229
207.1,loamy,5.15,3.55,1.22,0.28,18.2825,0.3416,1.450704225,4.357142857,4.221311475,12.67857143,3.93,3.27,4.25,19,50.56,4.275804018,0.584465568,53.52019906
189.3,clay,4.94,3.66,1.64,0.4,18.0804,0.656,1.349726776,4.1,3.012195122,9.15,3.3,3.26,6.64,18.9,53.37,4.252105361,0.809938269,27.56158537
235.7,loamy,4.76,2.93,1.72,0.49,13.9468,0.8428,1.624573379,3.510204082,2.76744186,5.979591837,3.04,2.44,4.93,18.09,57.58,3.734541471,0.918041393,16.54817276
119.9,loamy,4.94,4,1.53,0.51,19.76,0.7803,1.235,3,3.22875817,7.843137255,3.41,3.49,4.84,20.41,53.59,4.445222154,0.883345912,25.32359349
191.2,sandy,5.11,3.47,1.79,0.22,17.7317,0.3938,1.472622478,8.136363636,2.854748603,15.77272727,3.32,3.25,5.06,19.03,51.45,4.210902516,0.62753486,45.02717115
72,sandy,5.06,2.67,1.48,0.27,13.5102,0.3996,1.895131086,5.481481481,3.418918919,9.888888889,3.58,2.4,4.88,21.51,53.33,3.675622396,0.632139225,33.80930931
153.4,clay,4.92,3.48,1.48,0.19,17.1216,0.2812,1.413793103,7.789473684,3.324324324,18.31578947,3.44,3.29,5.06,15.13,53.37,4.137825516,0.530282943,60.88762447
237.5,loamy,4.98,3.67,1.55,0.18,18.2766,0.279,1.356948229,8.611111111,3.212903226,20.38888889,3.43,3.49,5.64,19.66,45.36,4.275114034,0.528204506,65.50752688
223.4,loamy,5.34,2.92,1.11,0.33,15.5928,0.3663,1.828767123,3.363636364,4.810810811,8.848484848,4.23,2.59,4.94,20.39,50.96,3.948771961,0.60522723,42.56838657
297.7,clay,4.7,3.94,1.75,0.38,18.518,0.665,1.192893401,4.605263158,2.685714286,10.36842105,2.95,3.56,4.42,19.07,57.3,4.303254582,0.815475322,27.84661654
119.5,clay,5.45,3.3,1.67,0.32,17.985,0.5344,1.651515152,5.21875,3.263473054,10.3125,3.78,2.98,4.92,19.48,48.96,4.240872552,0.731026675,33.65456587
174.5,clay,4.86,3.54,1.57,0.16,17.2044,0.2512,1.372881356,9.8125,3.095541401,22.125,3.29,3.38,4.77,15.24,50.65,4.147818704,0.501198563,68.4888535
132.4,sandy,5.67,3.19,1.49,0.39,18.0873,0.5811,1.777429467,3.820512821,3.805369128,8.179487179,4.18,2.8,5.71,21.07,48.79,4.252916646,0.762299154,31.12596799
160.2,clay,5.25,3.71,1.25,0.3,19.4775,0.375,1.41509434,4.166666667,4.2,12.36666667,4,3.41,5.59,21.94,38.43,4.413332075,0.612372436,51.94
264.2,clay,4.98,3.63,1.84,0.38,18.0774,0.6992,1.371900826,4.842105263,2.706521739,9.552631579,3.14,3.25,5.05,21.48,50.1,4.25175258,0.836181798,25.85440503
221.1,loamy,5.16,3.78,1.38,0.29,19.5048,0.4002,1.365079365,4.75862069,3.739130435,13.03448276,3.78,3.49,4.36,23.12,51.51,4.416423893,0.632613626,48.73763118
270.6,clay,4.26,3.97,1.25,0.18,16.9122,0.225,1.073047859,6.944444444,3.408,22.05555556,3.01,3.79,4.39,20.6,47.44,4.112444529,0.474341649,75.16533333
100.9,loamy,5.35,4.35,1.32,0.12,23.2725,0.1584,1.229885057,11,4.053030303,36.25,4.03,4.23,5.01,21.44,44.23,4.824157958,0.397994975,146.9223485
268.3,loamy,4.9,3.34,1.45,0.36,16.366,0.522,1.467065868,4.027777778,3.379310345,9.277777778,3.45,2.98,5.17,20.47,45.6,4.045491318,0.722495675,31.35249042
64.9,sandy,5.39,3,1.71,0.26,16.17,0.4446,1.796666667,6.576923077,3.152046784,11.53846154,3.68,2.74,4.81,22.06,53.82,4.021193853,0.666783323,36.36977058
272.1,clay,4.9,3.46,1.48,0.4,16.954,0.592,1.416184971,3.7,3.310810811,8.65,3.42,3.06,4.76,15.27,59.86,4.117523528,0.769415362,28.63851351
132.3,clay,5.3,3.77,1.73,0.24,19.981,0.4152,1.405835544,7.208333333,3.063583815,15.70833333,3.57,3.53,4.7,17.32,56.91,4.470011186,0.644360148,48.12379576
128.6,loamy,5.2,3.71,1.66,0.36,19.292,0.5976,1.401617251,4.611111111,3.13253012,10.30555556,3.54,3.35,4.99,24.76,43.28,4.39226593,0.773045924,32.28246319
178,sandy,4.93,2.6,1.76,0.19,12.818,0.3344,1.896153846,9.263157895,2.801136364,13.68421053,3.17,2.41,3.81,12.62,54.27,3.580223457,0.578273292,38.33133971
285.2,sandy,4.68,2.95,1.23,0.2,13.806,0.246,1.586440678,6.15,3.804878049,14.75,3.45,2.75,4.45,19.58,46.68,3.715642609,0.495983871,56.12195122
61.9,clay,5.16,3.97,1.46,0.39,20.4852,0.5694,1.299748111,3.743589744,3.534246575,10.17948718,3.7,3.58,4.69,23.52,47.09,4.526057887,0.754585979,35.9768177
138.1,loamy,4.87,3.29,1.61,0.16,16.0223,0.2576,1.480243161,10.0625,3.02484472,20.5625,3.26,3.13,5.6,19.72,47.69,4.002786529,0.507543102,62.19836957
264.1,clay,5.44,4.28,1.26,0.37,23.2832,0.4662,1.271028037,3.405405405,4.317460317,11.56756757,4.18,3.91,4.59,18.78,53.53,4.825266832,0.682788401,49.94251394
149,clay,5.32,3.69,1.56,0.5,19.6308,0.78,1.441734417,3.12,3.41025641,7.38,3.76,3.19,5.09,20.39,54.8,4.430665864,0.883176087,25.16769231
99.8,clay,5.1,3.73,1.49,0.29,19.023,0.4321,1.367292225,5.137931034,3.422818792,12.86206897,3.61,3.44,5.11,18.94,49.51,4.361536427,0.657343137,44.02453136
156.2,clay,5.04,4.16,1.56,0.36,20.9664,0.5616,1.211538462,4.333333333,3.230769231,11.55555556,3.48,3.8,5.65,20.09,49.59,4.578908167,0.74939976,37.33333333
146.4,loamy,4.33,3.77,1.87,0.2,16.3241,0.374,1.148541114,9.35,2.315508021,18.85,2.46,3.57,5.63,17.95,52.32,4.040309394,0.611555394,43.6473262
278.9,sandy,4.52,2.33,1.18,0.28,10.5316,0.3304,1.939914163,4.214285714,3.830508475,8.321428571,3.34,2.05,4.97,23.33,52.84,3.245242672,0.574804315,31.87530266
240.5,clay,4.73,2.75,1.48,0.46,13.0075,0.6808,1.72,3.217391304,3.195945946,5.97826087,3.25,2.29,4.76,24.27,55.88,3.606591188,0.825106054,19.10619859
176.3,clay,4.34,3.78,1.32,0.32,16.4052,0.4224,1.148148148,4.125,3.287878788,11.8125,3.02,3.46,4.67,19.6,43.58,4.05033332,0.649923072,38.83806818
297.1,clay,4.95,3.25,1.54,0.32,16.0875,0.4928,1.523076923,4.8125,3.214285714,10.15625,3.41,2.93,4.88,15.84,50.1,4.010922587,0.701997151,32.64508929
166.3,clay,4.87,3.3,1.66,0.27,16.071,0.4482,1.475757576,6.148148148,2.93373494,12.22222222,3.21,3.03,4.78,18.43,44.66,4.008865176,0.669477408,35.85676037
64.6,sandy,5.21,3.41,1.54,0.2,17.7661,0.308,1.527859238,7.7,3.383116883,17.05,3.67,3.21,5.28,19.45,49.75,4.214985172,0.554977477,57.68214286
115.6,sandy,5.78,2.89,1.31,0.17,16.7042,0.2227,2,7.705882353,4.41221374,17,4.47,2.72,5.21,21.52,48.87,4.087077195,0.471911009,75.00763359
159,sandy,4.71,3.54,1.45,0.31,16.6734,0.4495,1.330508475,4.677419355,3.248275862,11.41935484,3.26,3.23,5.3,16.98,49.77,4.083307483,0.670447612,37.09321468
89.2,sandy,5.98,2.77,1.78,0.22,16.5646,0.3916,2.158844765,8.090909091,3.359550562,12.59090909,4.2,2.55,5.63,17.69,46,4.069963145,0.625779514,42.29979571
286.9,clay,5.31,4.45,1.62,0.4,23.6295,0.648,1.193258427,4.05,3.277777778,11.125,3.69,4.05,5.93,21.53,42.56,4.861018412,0.804984472,36.46527778
241.7,loamy,5.01,3.02,1.34,0.22,15.1302,0.2948,1.658940397,6.090909091,3.73880597,13.72727273,3.67,2.8,5.06,22.82,39.53,3.889755776,0.542954878,51.32360923
117.1,sandy,5.1,3,2.03,0.28,15.3,0.5684,1.7,7.25,2.512315271,10.71428571,3.07,2.72,5.55,18.14,49.34,3.911521443,0.753923073,26.91766362
197.7,sandy,5.3,2.7,1.29,0.13,14.31,0.1677,1.962962963,9.923076923,4.108527132,20.76923077,4.01,2.57,4.82,16,47.84,3.782856064,0.409511905,85.33094812
230.4,clay,5.27,4.08,1.13,0.5,21.5016,0.565,1.291666667,2.26,4.663716814,8.16,4.14,3.58,5.59,29.85,46.62,4.636981777,0.751664819,38.0559292
285.3,clay,4.45,4.45,1.68,0.34,19.8025,0.5712,1,4.941176471,2.648809524,13.08823529,2.77,4.11,5.53,22.35,56.61,4.45,0.755777745,34.6682423
270.4,clay,5.32,3.98,1.46,0.31,21.1736,0.4526,1.336683417,4.709677419,3.643835616,12.83870968,3.86,3.67,5.5,19.2,45.7,4.601478023,0.672755528,46.78214759
178.8,clay,4.71,4.2,1.53,0.58,19.782,0.8874,1.121428571,2.637931034,3.078431373,7.24137931,3.18,3.62,5.05,22.61,57.08,4.447696033,0.942019108,22.29208925
243.7,loamy,5.46,3.58,1.47,0.33,19.5468,0.4851,1.525139665,4.454545455,3.714285714,10.84848485,3.99,3.25,4.67,19.63,58.12,4.421176314,0.696491206,40.29437229
190.5,loamy,4.71,3.09,1.42,0.34,14.5539,0.4828,1.524271845,4.176470588,3.316901408,9.088235294,3.29,2.75,4.3,22.6,40.25,3.814957405,0.694838111,30.14478045
188.2,sandy,5.64,2.54,1.29,0.13,14.3256,0.1677,2.220472441,9.923076923,4.372093023,19.53846154,4.35,2.41,4.98,20.48,50.46,3.784917436,0.409511905,85.42397138
78.7,loamy,5.36,3.77,1.63,0.32,20.2072,0.5216,1.421750663,5.09375,3.288343558,11.78125,3.73,3.45,5.77,20.27,48,4.495241929,0.722218803,38.74079755
81.5,sandy,5.13,3.04,1.66,0.15,15.5952,0.249,1.6875,11.06666667,3.090361446,20.26666667,3.47,2.89,4.85,19.66,35.44,3.949075841,0.498998998,62.6313253
182.4,sandy,5.03,3.15,1.52,0.32,15.8445,0.4864,1.596825397,4.75,3.309210526,9.84375,3.51,2.83,5.39,15.66,42.78,3.980515042,0.697423831,32.57504112
117.2,loamy,5.38,2.99,1.69,0.5,16.0862,0.845,1.799331104,3.38,3.183431953,5.98,3.69,2.49,5.42,25.81,53.87,4.010760526,0.919238816,19.03692308
55.3,sandy,5.14,3.22,1.75,0.22,16.5508,0.385,1.596273292,7.954545455,2.937142857,14.63636364,3.39,3,4.86,17.18,60.1,4.068267445,0.620483682,42.98909091
230.7,clay,5.03,4.57,1.85,0.35,22.9871,0.6475,1.100656455,5.285714286,2.718918919,13.05714286,3.18,4.22,5.66,15.92,54.51,4.794486417,0.804673847,35.50131274
58.1,sandy,5.5,2.25,1.5,0.34,12.375,0.51,2.444444444,4.411764706,3.666666667,6.617647059,4,1.91,3.55,19.36,51.62,3.51781182,0.714142843,24.26470588
198.8,clay,5.34,3.93,1.59,0.3,20.9862,0.477,1.358778626,5.3,3.358490566,13.1,3.75,3.63,4.39,17.12,49.89,4.581069744,0.690651866,43.99622642
184.8,loamy,4.9,3.09,1.45,0.21,15.141,0.3045,1.585760518,6.904761905,3.379310345,14.71428571,3.45,2.88,4.54,19.84,58.41,3.891143791,0.551815186,49.72413793
292.2,loamy,5.55,3.61,1.35,0.39,20.0355,0.5265,1.537396122,3.461538462,4.111111111,9.256410256,4.2,3.22,4.59,22.06,60.74,4.476103216,0.725603197,38.05413105
171.1,sandy,5.28,2.69,1.21,0.31,14.2032,0.3751,1.962825279,3.903225806,4.363636364,8.677419355,4.07,2.38,5.17,22.99,47.07,3.768713308,0.61245408,37.86510264
65.9,clay,4.88,3.9,1.46,0.32,19.032,0.4672,1.251282051,4.5625,3.342465753,12.1875,3.42,3.58,5.15,22.44,40,4.362568051,0.6835203,40.73630137
187.9,sandy,4.53,2.65,1.44,0.24,12.0045,0.3456,1.709433962,6,3.145833333,11.04166667,3.09,2.41,5.2,19.08,39.51,3.464751073,0.587877538,34.73524306
260.3,loamy,5.55,3.31,1.67,0.32,18.3705,0.5344,1.67673716,5.21875,3.323353293,10.34375,3.88,2.99,5.3,20.15,56.61,4.286082127,0.731026675,34.37593563
299.2,sandy,4.39,2.38,1.43,0.31,10.4482,0.4433,1.844537815,4.612903226,3.06993007,7.677419355,2.96,2.07,4.52,21.22,49.76,3.232367553,0.66580778,23.56914054
157.6,sandy,4.7,3.82,1.26,0.27,17.954,0.3402,1.230366492,4.666666667,3.73015873,14.14814815,3.44,3.55,4.39,14.73,50.92,4.237216067,0.583266663,52.77483833
130.1,clay,5.74,4.65,1.41,0.35,26.691,0.4935,1.234408602,4.028571429,4.070921986,13.28571429,4.33,4.3,5.2,21.71,41.05,5.166333323,0.702495552,54.08510638
276.7,loamy,5.23,3.75,1.93,0.34,19.6125,0.6562,1.394666667,5.676470588,2.70984456,11.02941176,3.3,3.41,4.68,15.63,46.23,4.42860023,0.810061726,29.88799147
97.8,sandy,4.92,2.9,1.5,0.23,14.268,0.345,1.696551724,6.52173913,3.28,12.60869565,3.42,2.67,4.21,26.12,48.52,3.777300623,0.587367006,41.35652174
203.9,clay,5.14,4.13,1.52,0.31,21.2282,0.4712,1.244552058,4.903225806,3.381578947,13.32258065,3.62,3.82,5.49,18.79,51.04,4.60740708,0.686440092,45.05135823
151.4,sandy,4.49,2.78,1.55,0.37,12.4822,0.5735,1.615107914,4.189189189,2.896774194,7.513513514,2.94,2.41,5.7,19.45,48.01,3.533015709,0.757297828,21.76495205
60.3,clay,5.21,3.52,1.55,0.15,18.3392,0.2325,1.480113636,10.33333333,3.361290323,23.46666667,3.66,3.37,5.78,17.69,44.81,4.282429217,0.482182538,78.87827957
136.8,clay,4.86,4.7,1.88,0.37,22.842,0.6956,1.034042553,5.081081081,2.585106383,12.7027027,2.98,4.33,5.09,18.11,46.08,4.779330497,0.834026378,32.83783784
116.3,sandy,5.27,2.57,1.75,0.4,13.5439,0.7,2.050583658,4.375,3.011428571,6.425,3.52,2.17,5.31,26.82,56.04,3.680203799,0.836660027,19.34842857
221.5,loamy,5.57,3.9,1.4,0.45,21.723,0.63,1.428205128,3.111111111,3.978571429,8.666666667,4.17,3.45,5.68,22.82,51.22,4.660793924,0.793725393,34.48095238
287.2,loamy,4.98,2.72,1.46,0.16,13.5456,0.2336,1.830882353,9.125,3.410958904,17,3.52,2.56,4.68,15.35,53.06,3.680434757,0.483321839,57.98630137
117,clay,5.04,3.07,1.57,0.37,15.4728,0.5809,1.641693811,4.243243243,3.210191083,8.297297297,3.47,2.7,5.56,24.51,45.51,3.933548017,0.76216796,26.6359098
252.9,loamy,4.42,2.22,1.41,0.24,9.8124,0.3384,1.990990991,5.875,3.134751773,9.25,3.01,1.98,5.14,23.58,35.23,3.13247506,0.581721583,28.9964539
63.8,clay,5.81,3.57,1.61,0.49,20.7417,0.7889,1.62745098,3.285714286,3.608695652,7.285714286,4.2,3.08,5.46,19.16,47.38,4.554305655,0.888200428,26.29192547
184.5,loamy,4.54,3.54,1.36,0.34,16.0716,0.4624,1.282485876,4,3.338235294,10.41176471,3.18,3.2,5.09,20.92,45.67,4.00894001,0.68,34.75692042
67.6,sandy,5.2,2.72,1.78,0.36,14.144,0.6408,1.911764706,4.944444444,2.921348315,7.555555556,3.42,2.36,5.65,19.96,51.75,3.760850968,0.800499844,22.07240949
283.5,loamy,4.93,3.67,1.32,0.37,18.0931,0.4884,1.343324251,3.567567568,3.734848485,9.918918919,3.61,3.3,5.11,25.92,66.43,4.253598477,0.698856208,37.0456593
241.6,clay,5.43,3.69,1.61,0.22,20.0367,0.3542,1.471544715,7.318181818,3.372670807,16.77272727,3.82,3.47,4.26,17.61,53.48,4.476237259,0.595147041,56.56888763
214.5,clay,4.15,4.24,1.6,0.36,17.596,0.576,0.978773585,4.444444444,2.59375,11.77777778,2.55,3.88,5.73,20.44,63.68,4.194758634,0.758946638,30.54861111
256,loamy,4.94,3.59,1.58,0.25,17.7346,0.395,1.376044568,6.32,3.126582278,14.36,3.36,3.34,4.53,18.72,52.84,4.211246846,0.628490254,44.89772152
211.9,sandy,5.15,2.51,1.33,0.2,12.9265,0.266,2.051792829,6.65,3.872180451,12.55,3.82,2.31,5.63,15.7,46.85,3.595344212,0.515751878,48.59586466
292.2,clay,5.08,3.8,1.4,0.28,19.304,0.392,1.336842105,5,3.628571429,13.57142857,3.68,3.52,4.95,26.57,51.74,4.393631755,0.626099034,49.24489796
228.5,clay,4.7,3.42,1.37,0.46,16.074,0.6302,1.374269006,2.97826087,3.430656934,7.434782609,3.33,2.96,5.59,16.46,58.9,4.009239329,0.793851371,25.50618851
281.2,clay,4.6,3.71,1.59,0.49,17.066,0.7791,1.239892183,3.244897959,2.893081761,7.571428571,3.01,3.22,5.57,20.66,59.15,4.131101548,0.882666415,21.9047619
179.3,clay,4.96,3.66,1.66,0.35,18.1536,0.581,1.355191257,4.742857143,2.987951807,10.45714286,3.3,3.31,5.22,14.78,47.12,4.260704167,0.76223356,31.2454389
79.3,clay,4.81,2.62,1.46,0.36,12.6022,0.5256,1.835877863,4.055555556,3.294520548,7.277777778,3.35,2.26,5.25,18.8,51.27,3.549957746,0.724982758,23.97678843
182,sandy,4.04,2.55,1.5,0.31,10.302,0.465,1.584313725,4.838709677,2.693333333,8.225806452,2.54,2.24,5.21,21.27,42.85,3.209672881,0.681909085,22.15483871
81.7,loamy,5.29,3.02,1.59,0.39,15.9758,0.6201,1.751655629,4.076923077,3.327044025,7.743589744,3.7,2.63,3.99,17.53,54.12,3.996973855,0.787464285,25.76326399
198.1,sandy,5.59,2.28,4.15,1.43,12.7452,5.9345,2.451754386,2.902097902,1.346987952,1.594405594,1.44,0.85,8.12,16.17,69.32,3.570042017,2.436082921,2.147645126
170.6,sandy,5.94,2.89,3.89,0.91,17.1666,3.5399,2.055363322,4.274725275,1.526992288,3.175824176,2.05,1.98,6.88,14.46,60.24,4.143259586,1.881462197,4.849459024
205.6,clay,5.7,2.5,4.31,1.38,14.25,5.9478,2.28,3.123188406,1.3225058,1.811594203,1.39,1.12,8.17,17.32,56,3.774917218,2.438811186,2.395843841
52.5,sandy,6.21,3.23,4.79,1.07,20.0583,5.1253,1.922600619,4.476635514,1.296450939,3.018691589,1.42,2.16,6.86,17.72,62.16,4.47864935,2.263912542,3.913585546
98.7,clay,6.09,3.44,4.59,1.19,20.9496,5.4621,1.770348837,3.857142857,1.326797386,2.890756303,1.5,2.25,6.82,13.83,62.5,4.577073301,2.337113604,3.835447905
172.8,sandy,6.33,2.26,4.41,0.97,14.3058,4.2777,2.800884956,4.546391753,1.43537415,2.329896907,1.92,1.29,9.6,15.15,60.49,3.782300887,2.068260138,3.344273792
287.6,clay,5.68,3.49,5.2,1.71,19.8232,8.892,1.627507163,3.040935673,1.092307692,2.040935673,0.48,1.78,9.07,15.37,61.07,4.452325235,2.981945674,2.229329735
145.9,clay,6.57,2.76,4.53,1.61,18.1332,7.2933,2.380434783,2.813664596,1.450331126,1.714285714,2.04,1.15,8,16.24,58.96,4.258309524,2.700611042,2.48628193
156.1,sandy,5.72,2.23,3.95,1.27,12.7556,5.0165,2.565022422,3.11023622,1.448101266,1.755905512,1.77,0.96,8.18,15.03,65.98,3.571498285,2.239754451,2.542728994
228.7,sandy,6.95,2.06,3.76,1.16,14.317,4.3616,3.373786408,3.24137931,1.848404255,1.775862069,3.19,0.9,7.75,15.38,64.42,3.783781178,2.088444397,3.282511005
200.9,loamy,5.78,2.84,4.13,1.54,16.4152,6.3602,2.035211268,2.681818182,1.399515738,1.844155844,1.65,1.3,8.57,14.51,54.1,4.051567598,2.521943695,2.580925128
124.7,loamy,6.14,3.19,4.02,1.38,19.5866,5.5476,1.92476489,2.913043478,1.527363184,2.311594203,2.12,1.81,7.32,15.23,53.94,4.42567509,2.355334371,3.530643882
152.7,loamy,6.16,2.85,4.73,1.85,17.556,8.7505,2.161403509,2.556756757,1.302325581,1.540540541,1.43,1,8.99,17.6,58.47,4.189988067,2.958124406,2.006285355
104.4,sandy,6.51,2.32,4.58,1.06,15.1032,4.8548,2.806034483,4.320754717,1.42139738,2.188679245,1.93,1.26,7.75,16.29,64.42,3.886283572,2.203361069,3.110982945
291.5,sandy,5.4,2.73,4.25,1.34,14.742,5.695,1.978021978,3.171641791,1.270588235,2.037313433,1.15,1.39,7.58,16.4,60.89,3.839531221,2.386419913,2.588586479
82.7,clay,5.1,2.83,5.09,1.39,14.433,7.0751,1.802120141,3.661870504,1.001964637,2.035971223,0.01,1.44,8.02,16.45,56.14,3.799078836,2.659906013,2.039971166
143,loamy,5.74,2.66,5.1,1.27,15.2684,6.477,2.157894737,4.015748031,1.125490196,2.094488189,0.64,1.39,7.41,14.69,61.57,3.907480006,2.544995088,2.357325922
56.5,clay,6.18,2.96,4.96,1.57,18.2928,7.7872,2.087837838,3.159235669,1.245967742,1.885350318,1.22,1.39,8.33,15.64,58.02,4.2770083,2.7905555,2.349085679
105.4,clay,7.24,2.94,4.36,1.18,21.2856,5.1448,2.462585034,3.694915254,1.660550459,2.491525424,2.88,1.76,7.46,12.83,65.28,4.613631975,2.268215157,4.137303685
245.1,clay,6.39,2.98,4.78,1.84,19.0422,8.7952,2.144295302,2.597826087,1.336820084,1.619565217,1.61,1.14,8.47,17.54,62,4.363736931,2.965670245,2.165067309
100.3,clay,5.82,3.19,4.96,1.42,18.5658,7.0432,1.824451411,3.492957746,1.173387097,2.246478873,0.86,1.77,9.22,9.43,58.11,4.308804939,2.653902786,2.635989323
70,loamy,6.05,2.86,3.86,1.5,17.303,5.79,2.115384615,2.573333333,1.567357513,1.906666667,2.19,1.36,7.28,14.83,61.39,4.159687488,2.406241883,2.988428325
168.6,clay,6.21,2.9,4.31,1.4,18.009,6.034,2.14137931,3.078571429,1.440835267,2.071428571,1.9,1.5,7.87,17.28,67.89,4.243701215,2.45642016,2.984587338
52.5,sandy,6.35,2.86,5.03,0.85,18.161,4.2755,2.22027972,5.917647059,1.262425447,3.364705882,1.32,2.01,8.46,12.27,56.58,4.26157248,2.067728222,4.247690329
71.2,sandy,6.59,2.43,3.98,0.98,16.0137,3.9004,2.711934156,4.06122449,1.655778894,2.479591837,2.61,1.45,7.56,15.8,62.42,4.001712134,1.974943037,4.10565583
251.9,sandy,6.2,2.7,4.45,1.2,16.74,5.34,2.296296296,3.708333333,1.393258427,2.25,1.75,1.5,8.46,13.64,59.58,4.091454509,2.310844002,3.134831461
242.9,loamy,6.23,3.38,4.45,1.27,21.0574,5.6515,1.843195266,3.503937008,1.4,2.661417323,1.78,2.11,8.56,14.26,62.56,4.588834275,2.377288371,3.725984252
278.8,clay,6.42,2.98,4.21,1.26,19.1316,5.3046,2.154362416,3.341269841,1.524940618,2.365079365,2.21,1.72,9.08,16.89,56.07,4.37396845,2.303171726,3.606605588
263.6,loamy,5.6,2.71,3.06,1.41,15.176,4.3146,2.066420664,2.170212766,1.830065359,1.921985816,2.54,1.3,7.39,15.4,60.66,3.895638587,2.077161525,3.517359663
220.8,clay,6.29,2.94,4.4,1.4,18.4926,6.16,2.139455782,3.142857143,1.429545455,2.1,1.89,1.54,7.06,10.93,66.65,4.300302315,2.481934729,3.002045455
63.1,loamy,6.63,3.08,4.9,1.24,20.4204,6.076,2.152597403,3.951612903,1.353061224,2.483870968,1.73,1.84,7.69,13.05,54.38,4.51889367,2.464954361,3.360829493
245.7,loamy,5.55,3.06,3.65,1.47,16.983,5.3655,1.81372549,2.482993197,1.520547945,2.081632653,1.9,1.59,7.03,16.95,52.02,4.121043557,2.316354895,3.165222253
261.4,clay,5.72,2.99,4.38,1.88,17.1028,8.2344,1.913043478,2.329787234,1.305936073,1.590425532,1.34,1.11,8.56,15.9,52.25,4.135553167,2.869564427,2.076994074
249.8,loamy,6.25,2.32,4.09,1.22,14.5,4.9898,2.693965517,3.352459016,1.528117359,1.901639344,2.16,1.1,6.84,18.5,52.98,3.807886553,2.233786024,2.905928093
177.1,clay,6.37,3.79,3.91,1.4,24.1423,5.474,1.680738786,2.792857143,1.62915601,2.707142857,2.46,2.39,10.33,18.37,63.57,4.913481454,2.339658095,4.410358056
108.2,sandy,6.27,2.68,4.55,1.11,16.8036,5.0505,2.339552239,4.099099099,1.378021978,2.414414414,1.72,1.57,9.3,14.32,51.56,4.099219438,2.247331751,3.327116127
261.3,sandy,6.37,2.45,3.68,1.16,15.6065,4.2688,2.6,3.172413793,1.730978261,2.112068966,2.69,1.29,8.01,20.01,58.21,3.950506297,2.066107451,3.655945465
231.8,sandy,4.52,2.48,4.39,1.29,11.2096,5.6631,1.822580645,3.403100775,1.029612756,1.92248062,0.13,1.19,8.87,15.05,63.71,3.348074073,2.379726875,1.97941057
295.2,loamy,6.13,3.21,3.75,0.84,19.6773,3.15,1.909657321,4.464285714,1.634666667,3.821428571,2.38,2.37,6.36,13.07,62.5,4.435910279,1.774823935,6.246761905
88.9,sandy,7.21,2.81,4.75,1.41,20.2601,6.6975,2.565836299,3.368794326,1.517894737,1.992907801,2.46,1.4,10.52,13.73,57.69,4.501122082,2.587952859,3.025024263
106.4,clay,6.34,2.61,5.35,1.57,16.5474,8.3995,2.429118774,3.407643312,1.185046729,1.662420382,0.99,1.04,7.41,10.49,61.15,4.067849555,2.89818909,1.970045836
102.9,sandy,7.52,2.31,4.35,0.98,17.3712,4.263,3.255411255,4.43877551,1.728735632,2.357142857,3.17,1.33,7.88,18.21,60.64,4.167877157,2.064703369,4.074876847
248.1,sandy,5.91,2.94,4.02,1.18,17.3754,4.7436,2.010204082,3.406779661,1.470149254,2.491525424,1.89,1.76,6.14,18.19,58.65,4.168380981,2.177980716,3.662914242
96.7,loamy,5.86,2.38,4.27,1.34,13.9468,5.7218,2.462184874,3.186567164,1.37236534,1.776119403,1.59,1.04,8.49,12.97,58.73,3.734541471,2.392028428,2.437484708
66.7,clay,6.08,2.89,4.13,1.41,17.5712,5.8233,2.103806228,2.929078014,1.472154964,2.04964539,1.95,1.48,6.89,14.54,73.41,4.191801522,2.413151466,3.017395635
299.6,loamy,5.13,3.06,3.59,1.31,15.6978,4.7029,1.676470588,2.740458015,1.428969359,2.335877863,1.54,1.75,8.1,15.19,64.86,3.962044927,2.168617071,3.337897893
56.2,loamy,6.2,2.6,4.56,1.02,16.12,4.6512,2.384615385,4.470588235,1.359649123,2.549019608,1.64,1.58,7.46,13.08,74.88,4.01497198,2.156664091,3.465772274
258.8,clay,4.91,3.14,4.31,1.64,15.4174,7.0684,1.563694268,2.62804878,1.139211137,1.914634146,0.6,1.5,6.92,11.49,57.02,3.926499713,2.658646272,2.181172543
